name,description,site,github,tags,stars
equalize.js,The jQuery plugin for equalizing the height or width of elements,http://tsvensen.github.com/equalize.js/,https://github.com/tsvensen/equalize.js,jquery,828
Turbulenz,"Turbulenz offers the ability to build, publish and monetise high-quality games that react like no others, with immersive 2D and 3D effects and real-time physics that open up a whole new world of unprecedented and extraordinary web content.",http://turbulenz.com,https://github.com/turbulenz/turbulenz_engine,"2d, 3d, audio, canvas, collisions, commercial, html5, networking, physics, webaudio, webgl, websockets",1630
Queen,"Queen is a server which is capable of brokering socketed communication between browsers which are connected to it and other applications or scripts. You can think of the Queen Server as a pool of browsers which you can execute code on. Taking the abstraction further, you can think of Queen Server as distributed execution platform using browsers as computation nodes.",http://queenjs.com,https://github.com/turn/queen,"nodejs, test",359
Thrill,"Thrill runs tests in browsers.\n\nOne server captures browsers for anyone in the network to run tests on. Automatically populate the pool using Selenium Grid, Sauce Labs, or Browser Stack. Choose which browsers should run your tests based on user-agent or feature set (anything that Modernizr can detect).\n\nThrill can automatically detect and inject it's adapter during test-time for test suites using QUnit, jasmine, mocha, or YUI. This means minimal or no configuration to run your test suite.\n\nRun Thrill via the command-line, grunt, or within your own application. Use the simple API to write your own adapters and reporters. Report tests using mocha's many reporters, regardless of the testing framework you're using.",http://thrilljs.com,https://github.com/turn/thrill,"distributed, queen",153
TuteiJS,A simple html5 free engine test.,http://tutei.com,https://github.com/tutei/tuteijs,2d,4
Twitter Bootstrap,"Bootstrap is a sleek, intuitive, and powerful front-end framework for faster and easier web development, created and maintained by Mark Otto and Jacob Thornton at Twitter.",http://twbs.github.io/bootstrap/,https://github.com/twbs/bootstrap,,62210
Flight,"Flight is distinct from existing frameworks in that it doesn't prescribe or provide any particular approach to rendering or providing data to a web application. It's agnostic to how requests are routed, which templating language you use or even if you render your HTML on the client or the server. While some web frameworks encourage developers to arrange their code around a prescribed model layer, Flight is organized around the existing DOM model with functionality mapped directly to DOM nodes.\n\nNot only does this obviate the need for additional data structures that will inevitably influence the broader architecture, but by mapping our functionality directly onto the native web we get to take advantage of native features. For example, we get custom event propagation for free by piggy-backing off DOM event bubbling, and our event handling infrastructure works equally well with both native and custom events.",http://twitter.github.io/flight/,https://github.com/twitter/flight,jquery,
Hogan.js,Hogan.js is a 2.5k JS templating engine developed at Twitter. Use it as a part of your asset packager to compile templates ahead of time or include it in your browser to handle dynamic templates.,http://twitter.github.com/hogan.js,https://github.com/twitter/hogan.js,,3118
Recess,"Developed at Twitter to support our internal styleguide, RECESS is a simple, attractive code quality tool for CSS built on top of LESS.\n\nIncorporate it into your development process as a linter, or integrate it directly into your build system as a compiler, RECESS will keep your source looking clean and super manageable.",http://twitter.github.com/recess,https://github.com/twitter/recess,"Build, nodejs, npm",1577
TaffyDB,TaffyDB wraps localStorage and provides comprehensive query related functionality.,http://taffydb.com,https://github.com/typicaljoe/taffydb,db,771
rainbow-dash,Very fast color interpolation in Javascript,http://uber.github.io/rainbow-dash/,https://github.com/uber/rainbow-dash,,6
GeoComplete,An advanced jQuery plugin that wraps the Google Maps API's Geocoding and Places Autocomplete services. You simply provide an input that lets you search for locations with a nice autocomplete dropdown. Optionally add a container to show an interactive map and a form that will be populated with the address details.,http://ubilabs.github.com/geocomplete/,https://github.com/ubilabs/geocomplete,"autocomplete, jquery",335
UIZE,"UIZE (pronounced ""you eyes"") is a powerful, open source, object oriented JavaScript framework - supporting widgets, AJAX, DOM, templates, and more.",http://www.uize.com,https://github.com/UIZE/UIZE-JavaScript-Framework,,28
curl,curl (cujo resource loader)\ncurl.js is a small and very fast AMD-compliant asynchronous loader,https://github.com/cujojs/curl,https://github.com/unscriptable/curl,amd,180
qc.js,QuickCheck is a fairly new testing concept that came out of the Haskell community. The goal of QuickCheck is to save time when writing unit tests.\n\nA port of the QuickCheck probabilistic unit testing concept to JavaScript,http://willowbend.cx/,https://github.com/urso/qc.js,,2
Intro.js,A better way for new feature introduction and step-by-step users guide for your website and project.,http://usablica.github.com/intro.js/,https://github.com/usablica/intro.js,tour,6139
Bonsai,A lightweight graphics library with an intuitive graphics API and an SVG renderer.,http://bonsaijs.org,https://github.com/uxebu/bonsai,svg,1278
EmbedJS,"EmbedJS is a JavaScript framework for embedded devices (mobile phones, TVs, etc.). It takes a different approach than other frameworks by shipping just the code needed for each device. That means, there's less code going over the wire, less code branching at runtime and less memory usage.\n\nYou still get what you'd expect from a framework: multiple platforms ? one API.",http://embedjs.org,https://github.com/uxebu/embedjs,,149
kbNav,Keyboard navigation for the web\nkbNav can easily make any website completely navigable by keyboard in an intuitive and user-friendly way.,http://kbnav.com,https://github.com/vadimg/kbNav,,1
jsTree,"jsTree is a javascript based, cross browser tree component.",http://jstree.com,https://github.com/vakata/jstree,"jquery, tree",1059
Krasota.js,"Krasota.js is trying to save the world. It provides the ability to carry out the syntactic transformation JavaScript code. Conversions can be both for the protection coding style, and for more complex refactorings logic.",http://veged.github.com/krasota.js/,https://github.com/veged/krasota.js/,"JS, beautifier, parsers",64
OMetaJS,"OMetaJS is a JavaScript implementation of OMeta, an object-oriented language for pattern matching.",http://veged.github.com/ometa-js/,https://github.com/veged/ometa-js,"PEG, grammas, ometajs, parsers",60
XJST,XJST is a DSL for universal data transformations with compiler written on top of the Node.js and OmetaJS and output code working in any browser or on server-side.,http://veged.github.com/xjst/,https://github.com/veged/xjst,"matching, ometajs, templates, xslt",162
Vert.x,"Vert.x is the framework for the next generation of asynchronous, effortlessly scalable, concurrent applications.\n\nVert.x is a framework which takes inspiration from event driven frameworks like node.js, combines it with a distributed event bus and sticks it all on the JVM - a runtime with real concurrency and unrivalled performance. Vert.x then exposes the API in JavaScript, CoffeeScript, Ruby, Python, Groovy and Java.",http://vertx.io,https://github.com/vert-x/vert.x,,12
Tower.js,"Full Stack Web Framework for Node.js and the Browser.\n\n\nBuilt on top of Node's Connect and Express, modeled after Ruby on Rails. Built for the client and server from the ground up.",http://towerjs.org,https://github.com/viatropos/tower,,
Chance.js,"Chance is a minimalist generator of random strings, numbers, etc. to help reduce some monotony particularly while writing automated tests.",http://chancejs.com,https://github.com/victorquinn/chancejs,,540
Jade,Jade - template engine\nJade is a high performance template engine heavily influenced by Haml and implemented with JavaScript for node. For discussion join the Google Group.,http://jade-lang.com,https://github.com/visionmedia/jade,,5704
Mocha,"Mocha is a feature-rich JavaScript test framework running on node and the browser, making asynchronous testing simple and fun. Mocha tests run serially, allowing for flexible and accurate reporting, while mapping uncaught exceptions to the correct test cases.",http://visionmedia.github.com/mocha,https://github.com/visionmedia/mocha,,3774
UIKit,"UIKit is a small collection of flexible, decoupled jQuery JavaScript components for the modern web. With an emphasis on structure-only styling it's easy to style UIKit to match your application, no preprocessor variables, just raw CSS structure! As a result most of the styling you see in this document is for demonstration only.",http://visionmedia.github.com/uikit,https://github.com/visionmedia/uikit,jquery,1247
